Sugar_pattern_1, 10, 9
Sugar_pattern_2, 6, 7
Sugar_pattern_combi, 4, 5
Sugar_pattern_2_reducing, 1, 0
Sugar_pattern_2_alpha, 1, 1
Sugar_pattern_2_beta, 1, 1
Conjugated_double_bond, 207, 213
Conjugated_tripple_bond, 10, 19
Cis_double_bond, 31, 19
Trans_double_bond, 31, 19
Mixed_anhydrides, 1, 0
Halogen_on_hetero, 0, 0
Halogen_multi_subst, 1, 6
Trifluoromethyl, 44, 63
C_ONS_bond, 520, 484
Charged, 27, 51
Anion, 26, 45
Kation, 25, 51
Salt, 26, 45
1,3-Tautomerizable, 265, 296
1,5-Tautomerizable, 124, 148
Rotatable_bond, 488, 462
Michael_acceptor, 33, 33
Dicarbodiazene, 0, 0
CH-acidic, 60, 73
CH-acidic_strong, 1, 4
Chiral_center_specified, 1, 2
