SMILES,LOAEL,Dataset
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,0.00099183,swiss
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,0.0010179,mazzatorta
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,0.0010183,mazzatorta
CNC(=O)CSP(=S)(OC)OC,0.0010905,mazzatorta
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(C)C)C)OC(C1OC1CC(OC)C(C(O1)C)NC(=O)C)C,0.001111,mazzatorta
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,0.0011345,mazzatorta
COP(=O)(SCCS(=O)(=O)CC)OC,0.0011438,swiss
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C.COC1CC(OC(C1OC1CC(OC)C(C(O1)C)O)C)OC1C(C)C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C1C)OC1(C2)C=CC(C(O1)C(C)C)C,0.0011546,swiss
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,0.0012167,swiss
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.0012202,mazzatorta
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,0.0012831,mazzatorta
CCOP(=O)(N1CCSC1=O)SC(CC)C,0.0013411,swiss
O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,0.0014146,swiss
CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,0.001442,mazzatorta
CCOP(=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,0.0014476,mazzatorta
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.0015164,swiss
CCSCCSP(=O)(OC)OC,0.0015199,swiss
CCOc1cc(nc(n1)CC)OP(=S)(OC)OC,0.0015396,mazzatorta
COC(=O)C=C(OP(=O)(OC)OC)C,0.0015615,mazzatorta
COC(=O)/C=C(/OP(=O)(OC)OC)\C,0.0015615,swiss
CSc1ccc(cc1C)OP(=S)(OC)OC,0.0016168,mazzatorta
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,0.0016592,mazzatorta
C1CCC(CC1)[Sn](n1ncnc1)(C1CCCCC1)C1CCCCC1,0.001811,swiss
ClC1C2(Cl)C3C4C5C1(Cl)C(C2(Cl)C5C3C1C4O1)(Cl)Cl,0.0018377,mazzatorta
CNC(=O)CCSCCSP(=O)(OC)OC,0.0018793,mazzatorta
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.0018996,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,0.0019884,swiss
CNC(=O)C=C(OP(=O)(OC)OC)C,0.0020165,mazzatorta
COP(=O)(SC)N,0.0020549,"mazzatorta, swiss"
CCCSP(=O)(SCCC)OCC,0.0020632,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.0020896,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0021169,swiss
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,0.0022053,mazzatorta
S=C1NCCN1,0.0022514,mazzatorta
CO[C@H]1C[C@H](O[C@H]2[C@@H](C)C=CC=C3CO[C@H]4[C@]3(O)[C@@H](C=C([C@H]4O)C)C(=O)O[C@H]3C[C@@H](CC=C2C)O[C@]2(C3)C=C[C@@H]([C@H](O2)[C@H](CC)C)C)O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C,0.0022907,mazzatorta
O=C1CCCC(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,0.0023819,swiss
S=C1NCCN1,0.0024472,mazzatorta
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,0.0024796,swiss
CSc1ccc(cc1C)OP(=S)(OC)OC,0.0025869,"mazzatorta, swiss"
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.0025963,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0026461,mazzatorta
COC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,0.0026615,mazzatorta
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(C)C)C)OC(C1OC1CC(OC)C(C(O1)C)NC(=O)C)C,0.0027775,mazzatorta
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,0.0028524,"mazzatorta, swiss"
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,0.0029166,mazzatorta
C1CCN2C(C1)C1CCCCN1CC2,0.0029334,mazzatorta
C1CCN2C(C1)C1CCCCN1CC2,0.0029848,mazzatorta
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,0.0031005,swiss
Fc1ccc(cc1)N(C(=O)COc1nnc(s1)C(F)(F)F)C(C)C,0.0033028,swiss
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,0.0033631,swiss
CNC(=O)Oc1cccc2c1OC(O2)(C)C,0.0035838,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.0036089,swiss
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,0.0038991,swiss
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)Oc1ccc(cc1)C)C,0.0039076,swiss
CCCCSP(=O)(SCCCC)SCCCC,0.0039744,mazzatorta
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0041345,mazzatorta
CCOP(=S)(Oc1ncn(n1)c1ccccc1)OCC,0.0041492,"mazzatorta, swiss"
CCOP(=O)(OC(=CCl)c1ccc(cc1Cl)Cl)OCC,0.0041717,mazzatorta
CCOP(=O)(O/C(=C/Cl)/c1ccc(cc1Cl)Cl)OCC,0.0041717,swiss
Clc1nc(nc(n1)Cl)Nc1ccccc1Cl,0.0041739,mazzatorta
Clc1cccc(n1)C(Cl)(Cl)Cl,0.0043308,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C(C(Br)(Br)Br)Br,0.0045112,mazzatorta
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0046817,swiss
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,0.0046862,mazzatorta
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)/C=C(/c1ccc(cc1)Cl)\Cl,0.0048983,swiss
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,0.0049286,mazzatorta
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.0049447,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,0.0049485,"mazzatorta, swiss"
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,0.004971,mazzatorta
CCN(C(=O)C(=C(OP(=O)(OC)OC)C)Cl)CC,0.0050052,mazzatorta
CCNc1nc(nc(n1)Cl)NC(C#N)(C)C,0.0051933,mazzatorta
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0052019,mazzatorta
COP(=O)(OC(C(Br)(Cl)Cl)Br)OC,0.0052523,mazzatorta
CNC(=O)Oc1cccc2c1OC(C2)(C)C,0.0052881,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0052922,mazzatorta
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0053981,swiss
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,0.0054376,mazzatorta
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,0.0054934,swiss
CC(Cc1ccc(cc1)C(C)(C)C)CN1CC(C)OC(C1)C,0.0056016,"mazzatorta, swiss"
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.005604,"mazzatorta, swiss"
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,0.0056725,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0056891,swiss
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0.0059382,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0060387,swiss
ClC([N+](=O)[O-])(Cl)Cl,0.0060836,swiss
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,0.0063413,mazzatorta
COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,0.0063422,mazzatorta
ClCC(N1C(=O)c2c(C1=O)cccc2)SP(=S)(OCC)OCC,0.0063477,mazzatorta
COP(=O)(SC)N,0.0063771,mazzatorta
CCP(=S)(Sc1ccccc1)OCC,0.0064142,mazzatorta
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0066153,mazzatorta
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0.0067479,mazzatorta
CNC(=O)Oc1cc(C)c(c(c1)C)N(C)C,0.0067481,mazzatorta
O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,0.0067532,mazzatorta
COC(=O)N(C(=O)N1COC2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,0.0068203,"mazzatorta, swiss"
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,0.0068777,swiss
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0069218,swiss
CCOP(=S)(SCSC(C)(C)C)OCC,0.0069341,mazzatorta
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0069445,mazzatorta
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,0.0070905,mazzatorta
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,0.0071176,swiss
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.0071266,"mazzatorta, swiss"
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,0.0072932,swiss
Cc1nn(c(c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,0.0073074,mazzatorta
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0074006,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0075484,swiss
Fc1ccc(cc1)[Si](c1ccc(cc1)F)Cn1cncn1,0.0076575,mazzatorta
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,0.0078255,mazzatorta
Fc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.007943,mazzatorta
N#Cc1nn(c(c1S(=O)CC)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,0.0080563,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,0.0081305,mazzatorta
CN(C(=S)S[Zn]SC(=S)N(C)C)C,0.0081749,swiss
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,0.0081878,mazzatorta
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,0.0082134,swiss
Clc1ccc(cc1)OS(=O)(=O)c1ccc(cc1)Cl,0.0082464,mazzatorta
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,0.0083854,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,0.0085086,swiss
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,0.0085834,swiss
[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,0.0088055,mazzatorta
CSC(=O)c1c(nc(c(c1CC(C)C)C(=O)SC)C(F)(F)F)C(F)F,0.009043,mazzatorta
Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,0.0091362,swiss
CCCN(C(=O)SCc1ccccc1)CCC,0.0091492,swiss
COCN(c1c(CC)cccc1CC)C(=O)CCl,0.0092673,swiss
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,0.0093014,mazzatorta
CON(C(=O)Nc1ccc(cc1)Cl)C,0.0093175,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,0.0094369,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.0094982,swiss
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1F)C#N)C,0.0096257,swiss
COP(=O)(OC=C(Cl)Cl)OC,0.0097296,mazzatorta
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,0.0098862,swiss
N#C/N=C\1/SCCN1Cc1ccc(nc1)Cl,0.0098922,swiss
Cc1c(ccc(c1C1=NOCC1)S(=O)(=O)C)C(=O)c1cnn(c1O)C,0.0099068,swiss
CC1(C)CNC(=NC1)NN=C(C=Cc1ccc(cc1)C(F)(F)F)C=Cc1ccc(cc1)C(F)(F)F,0.0099095,swiss
CCOC(=O)C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C,0.0099248,mazzatorta
c1scc(n1)c1nc2c([nH]1)cccc2,0.009938,mazzatorta
OCC(CCl)O,0.0099512,swiss
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0.010036,mazzatorta
CCCSP(=O)(SCCC)OCC,0.010069,swiss
FC(c1ccc(cc1)C=CC(=NN=C1NCC(CN1)(C)C)C=Cc1ccc(cc1)C(F)(F)F)(F)F,0.010112,mazzatorta
COP(=O)(OC=C(Cl)Cl)OC,0.010408,"mazzatorta, swiss"
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,0.010428,swiss
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,0.010656,swiss
CCSC(=O)N1CCCCCC1,0.010678,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,0.010689,swiss
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,0.010713,"mazzatorta, swiss"
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.01087,swiss
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1c(F)c(F)c(c(c1F)F)C,0.010986,mazzatorta
CCCSP(=O)(SCCC)OCC,0.011141,mazzatorta
O=C(C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCON=C(C)C,0.011264,swiss
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,0.011396,swiss
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,0.011824,mazzatorta
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,0.011824,mazzatorta
CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,0.012017,mazzatorta
S=C1NCCN1,0.012236,mazzatorta
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.012287,swiss
Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,0.012288,mazzatorta
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,0.01241,swiss
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,0.012606,swiss
Clc1ccc(c(c1)Cl)n1c(nc2c(c1=O)cc(cc2)F)n1cncn1,0.01268,swiss
CCC1CCCC(OC2CCC(C(O2)C)N(C)C)C(C)C(=O)C2=CC3C(C2CC(=O)O1)C=C(C)C1C3CC(C1)OC1OC(C)C(C(C1OC)OC)OC,0.012735,swiss
CC1C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C(C1)C)OC1(C2)CCC(C(O1)C)C,0.012862,swiss
COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,0.012985,swiss
CN1CCC(CC1)C1CCN(CC1)C,0.012988,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C,0.01329,mazzatorta
CSc1ccc(cc1C)OP(=S)(OC)OC,0.013473,mazzatorta
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,0.01354,mazzatorta
COP(=O)(NC(=O)C)SC,0.013649,"mazzatorta, swiss"
C[n+]1ccc(cc1)c1cc[n+](cc1)C,0.013691,swiss
O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,0.013701,swiss
CNP(=O)(Oc1ccc(cc1Cl)C(C)(C)C)OC,0.013712,mazzatorta
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,0.013754,mazzatorta
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.013816,mazzatorta
NC1=C(Cl)C(=O)c2c(C1=O)cccc2,0.01392,swiss
CCN(C(=O)SCC)C1CCCCC1,0.01393,mazzatorta
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,0.01409,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,0.014106,swiss
CC(c1ccccc1)(C[Sn](O[Sn](CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)C,0.01425,swiss
CON(C(=O)Nc1ccc(cc1)Br)C,0.014357,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.014373,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC1CC1,0.014397,mazzatorta
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,0.014483,mazzatorta
N#Cc1c(Cl)cccc1Cl,0.014534,mazzatorta
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.014642,mazzatorta
CC(c1ccc(cc1)CCOc1ncnc2c1cccc2)(C)C,0.014687,swiss
CCCCC(c1ccc(cc1Cl)Cl)(Cn1cncn1)O,0.014958,mazzatorta
N#CC(c1ccc(cc1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F,0.01496,swiss
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,0.015043,mazzatorta
N#CC(c1cc(C)c(cc1Cl)NC(=O)c1cc(I)cc(c1O)I)c1ccc(cc1)Cl,0.015081,mazzatorta
Clc1cc(cnc1CCNC(=O)c1ccccc1C(F)(F)F)C(F)(F)F,0.015124,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,0.015163,swiss
N#CN=S(=O)(C(c1ccc(nc1)C(F)(F)F)C)C,0.015292,swiss
CC(C1C2CCC1c1c2cccc1NC(=O)c1cn(nc1C(F)F)C)C,0.015303,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.015578,swiss
c1cc[n+]2c(c1)c1cccc[n+]1CC2,0.015795,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,0.015817,mazzatorta
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,0.015853,swiss
ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F,0.01602,mazzatorta
CCCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC,0.016106,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,0.016161,"mazzatorta, swiss"
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,0.016429,swiss
CCN(C(=O)SCc1ccc(cc1)Cl)CC,0.016681,swiss
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,0.017114,swiss
BrC1COC(C1)(Cn1cncn1)c1ccc(cc1Cl)Cl,0.017185,"mazzatorta, swiss"
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,0.017192,mazzatorta
CC(NC(=S)[S])CNC(=S)S[Zn],0.017255,swiss
CC(NC(=S)[S])CNC(=S)S[Zn],0.017255,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.01727,mazzatorta
COCC(N(c1c(C)csc1C)C(=O)CCl)C,0.018129,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,0.018195,swiss
N#Cc1c(Cl)cccc1Cl,0.018603,swiss
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,0.018918,mazzatorta
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,0.019057,mazzatorta
CN1CCC(CC1)C1CCN(CC1)C,0.0191,mazzatorta
CNC(=O)ON=C(C(=O)N(C)C)SC,0.01911,swiss
OC(=O)C(CCP(=O)(O)C)N,0.019323,mazzatorta
CCN(C(=O)SCc1ccc(cc1)Cl)CC,0.019396,mazzatorta
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)C(C)(C)C)C,0.019469,swiss
CCO/N=C(\C1=C(O)CC(CC1=O)C1CCCSC1)/CCC,0.019664,swiss
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,0.019912,mazzatorta
OC(=O)COc1ccc(cc1C)Cl,0.019938,mazzatorta
C[n+]1ccc(cc1)c1cc[n+](cc1)C,0.020134,swiss
CCOc1snc(n1)C(Cl)(Cl)Cl,0.0202,swiss
N#Cc1sc2=c(sc1C#N)c(=O)c1c(c2=O)cccc1,0.020248,"mazzatorta, swiss"
CCP(=S)(Sc1ccccc1)OCC,0.020298,mazzatorta
ClC=C,0.020801,mazzatorta
c1cc[n+]2c(c1)c1cccc[n+]1CC2,0.021168,swiss
Clc1cccc(c1)c1ccccc1,0.021203,mazzatorta
CNC(=O)CSP(=S)(OC)OC,0.02181,mazzatorta
CN1CN(C)CSC1=S,0.022184,swiss
CNC(=O)ON=C(C(=O)N(C)C)SC,0.022348,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,0.022531,mazzatorta
CNC(=O)Oc1cccc2c1OC(C2)(C)C,0.022599,"mazzatorta, swiss"
OC(=O)COc1ccc(cc1Cl)Cl,0.022621,"mazzatorta, swiss"
CN(C(=S)SSC(=S)N(C)C)C,0.022751,mazzatorta
CSC1=NC(C(=O)N1Nc1ccccc1)(C)c1ccccc1,0.0228,swiss
CNC(=O)ON=C(C(=O)N(C)C)SC,0.022804,mazzatorta
COC(=O)N(c1ccccc1COc1ccn(n1)c1ccc(cc1)Cl)OC,0.023207,"mazzatorta, swiss"
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,0.023407,swiss
OC(COc1cccc2c1c1ccccc1[nH]2)CNC(C)C,0.02346,mazzatorta
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(cc1)OC(F)(F)F,0.023557,swiss
