SMILES,LOAEL,Dataset
CNC(=O)Oc1cccc2c1OC(O2)(C)C,0.0035838,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.0036089,swiss
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,0.0038991,swiss
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)Oc1ccc(cc1)C)C,0.0039076,swiss
CCOP(=S)(Oc1ncn(n1)c1ccccc1)OCC,0.0041492,swiss
CCOP(=O)(O/C(=C/Cl)/c1ccc(cc1Cl)Cl)OCC,0.0041717,swiss
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0046817,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)/C=C(/c1ccc(cc1)Cl)\Cl,0.0048983,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,0.0049485,swiss
CNC(=O)Oc1cccc2c1OC(C2)(C)C,0.0052881,swiss
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0053981,swiss
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,0.0054934,swiss
CC(Cc1ccc(cc1)C(C)(C)C)CN1CC(C)OC(C1)C,0.0056016,swiss
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.005604,swiss
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,0.0056725,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0056891,swiss
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0.0059382,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0060387,swiss
ClC([N+](=O)[O-])(Cl)Cl,0.0060836,swiss
COC(=O)N(C(=O)N1COC2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,0.0068203,swiss
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,0.0068777,swiss
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0069218,swiss
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,0.0071176,swiss
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.0071266,swiss
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,0.0072932,swiss
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0074006,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0075484,swiss
N#Cc1nn(c(c1S(=O)CC)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,0.0080563,swiss
CN(C(=S)S[Zn]SC(=S)N(C)C)C,0.0081749,swiss
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,0.0082134,swiss
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,0.0083854,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,0.0085086,swiss
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,0.0085834,swiss
Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,0.0091362,swiss
CCCN(C(=O)SCc1ccccc1)CCC,0.0091492,swiss
COCN(c1c(CC)cccc1CC)C(=O)CCl,0.0092673,swiss
CON(C(=O)Nc1ccc(cc1)Cl)C,0.0093175,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,0.0094369,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.0094982,swiss
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1F)C#N)C,0.0096257,swiss
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,0.0098862,swiss
N#C/N=C\1/SCCN1Cc1ccc(nc1)Cl,0.0098922,swiss
Cc1c(ccc(c1C1=NOCC1)S(=O)(=O)C)C(=O)c1cnn(c1O)C,0.0099068,swiss
CC1(C)CNC(=NC1)NN=C(C=Cc1ccc(cc1)C(F)(F)F)C=Cc1ccc(cc1)C(F)(F)F,0.0099095,swiss
OCC(CCl)O,0.0099512,swiss
CCCSP(=O)(SCCC)OCC,0.010069,swiss
COP(=O)(OC=C(Cl)Cl)OC,0.010408,swiss
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,0.010428,swiss
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,0.010656,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,0.010689,swiss
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,0.010713,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.01087,swiss
O=C(C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCON=C(C)C,0.011264,swiss
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,0.011396,swiss
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.012287,swiss
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,0.01241,swiss
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,0.012606,swiss
Clc1ccc(c(c1)Cl)n1c(nc2c(c1=O)cc(cc2)F)n1cncn1,0.01268,swiss
CCC1CCCC(OC2CCC(C(O2)C)N(C)C)C(C)C(=O)C2=CC3C(C2CC(=O)O1)C=C(C)C1C3CC(C1)OC1OC(C)C(C(C1OC)OC)OC,0.012735,swiss
CC1C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C(C1)C)OC1(C2)CCC(C(O1)C)C,0.012862,swiss
COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,0.012985,swiss
COP(=O)(NC(=O)C)SC,0.013649,swiss
C[n+]1ccc(cc1)c1cc[n+](cc1)C,0.013691,swiss
O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,0.013701,swiss
NC1=C(Cl)C(=O)c2c(C1=O)cccc2,0.01392,swiss
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,0.01409,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,0.014106,swiss
CC(c1ccccc1)(C[Sn](O[Sn](CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)C,0.01425,swiss
CON(C(=O)Nc1ccc(cc1)Br)C,0.014357,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.014373,swiss
CC(c1ccc(cc1)CCOc1ncnc2c1cccc2)(C)C,0.014687,swiss
N#CC(c1ccc(cc1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F,0.01496,swiss
Clc1cc(cnc1CCNC(=O)c1ccccc1C(F)(F)F)C(F)(F)F,0.015124,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,0.015163,swiss
N#CN=S(=O)(C(c1ccc(nc1)C(F)(F)F)C)C,0.015292,swiss
CC(C1C2CCC1c1c2cccc1NC(=O)c1cn(nc1C(F)F)C)C,0.015303,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.015578,swiss
c1cc[n+]2c(c1)c1cccc[n+]1CC2,0.015795,swiss
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,0.015853,swiss
CCCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC,0.016106,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,0.016161,swiss
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,0.016429,swiss
CCN(C(=O)SCc1ccc(cc1)Cl)CC,0.016681,swiss
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,0.017114,swiss
BrC1COC(C1)(Cn1cncn1)c1ccc(cc1Cl)Cl,0.017185,swiss
CC(NC(=S)[S])CNC(=S)S[Zn],0.017255,swiss
CC(NC(=S)[S])CNC(=S)S[Zn],0.017255,swiss
COCC(N(c1c(C)csc1C)C(=O)CCl)C,0.018129,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,0.018195,swiss
N#Cc1c(Cl)cccc1Cl,0.018603,swiss
CNC(=O)ON=C(C(=O)N(C)C)SC,0.01911,swiss
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)C(C)(C)C)C,0.019469,swiss
CCO/N=C(\C1=C(O)CC(CC1=O)C1CCCSC1)/CCC,0.019664,swiss
C[n+]1ccc(cc1)c1cc[n+](cc1)C,0.020134,swiss
CCOc1snc(n1)C(Cl)(Cl)Cl,0.0202,swiss
N#Cc1sc2=c(sc1C#N)c(=O)c1c(c2=O)cccc1,0.020248,swiss
c1cc[n+]2c(c1)c1cccc[n+]1CC2,0.021168,swiss
CN1CN(C)CSC1=S,0.022184,swiss
CNC(=O)ON=C(C(=O)N(C)C)SC,0.022348,swiss
CNC(=O)Oc1cccc2c1OC(C2)(C)C,0.022599,swiss
OC(=O)COc1ccc(cc1Cl)Cl,0.022621,swiss
CSC1=NC(C(=O)N1Nc1ccccc1)(C)c1ccccc1,0.0228,swiss
COC(=O)N(c1ccccc1COc1ccn(n1)c1ccc(cc1)Cl)OC,0.023207,swiss
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,0.023407,swiss
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(cc1)OC(F)(F)F,0.023557,swiss
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0.025091,swiss
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0.025091,swiss
OC(=O)C(Oc1ccc(cc1C)Cl)C,0.025624,swiss
Clc1ccccc1CC(C1(Cl)CC1)(Cn1cncn1)O,0.025625,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl,0.026676,swiss
CCOC(=O)CCN(C(C)C)SN(C(=O)Oc1cccc2c1OC(C2)(C)C)C,0.026795,swiss
O=C(C1C(C1(C)C)C=C(Cl)Cl)OCc1c(F)c(F)cc(c1F)F,0.026943,swiss
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.027032,swiss
Cc1nn(c(c1C(=O)c1ccc(cc1S(=O)(=O)C)C(F)(F)F)O)C,0.0276,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,0.027961,swiss
OC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,0.028167,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,0.028211,swiss
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,0.028228,swiss
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,0.028524,swiss
CCO[C@H]1[C@@H](OC)[C@H](O[C@@H]2C[C@@H]3[C@@H](C2)[C@@H]2C=C4[C@H]([C@@H]2CC3)CC(=O)O[C@@H](CC)CCC[C@@H]([C@H](C4=O)C)O[C@H]2CC[C@@H]([C@H](O2)C)N(C)C)O[C@H]([C@@H]1OC)C,0.028877,swiss
N#Cc1cc(Br)c(c(c1)Br)O,0.02889,swiss
CCOC(=O)C(Cc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C)Cl,0.029113,swiss
C#CCOC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1F)Cl)C,0.029164,swiss
Fc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)NC(=O)c1cn(nc1C(F)F)C,0.029212,swiss
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,0.029462,swiss
CC(N1/C(=N/C(C)(C)C)/SCN(C1=O)c1ccccc1)C,0.029466,swiss
Nc1n[nH]cn1,0.029734,swiss
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,0.030124,swiss
Clc1c(ccc(c1N)[N+](=O)[O-])Oc1ccccc1,0.030227,swiss
CN(C(=S)SSC(=S)N(C)C)C,0.030362,swiss
COc1nc(Oc2cccc(c2C(=O)[O-])Oc2nc(OC)cc(n2)OC)nc(c1)OC.[Na+],0.030507,swiss
CC(C(c1cncnc1)(c1ccc(cc1)OC(F)(F)F)O)C,0.031381,swiss
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,0.031707,swiss
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC(=C)C,0.032107,swiss
Fc1ccc(cc1)NC(=O)c1cccc(n1)Oc1cccc(c1)C(F)(F)F,0.032155,swiss
CCCn1c(OCCC)nc2c(c1=O)cc(cc2)I,0.032241,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(F)(F)F,0.032652,swiss
CN1CN(C)CSC1=S,0.03266,swiss
FC(=C(F)F)CCS(=O)(=O)c1ncc(s1)Cl,0.032911,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,0.033853,swiss
Fc1ccc(cc1)C(c1ccccc1F)(Cn1cncn1)O,0.033854,swiss
CN(/C=N/c1ccc(cc1C)C)/C=N/c1ccc(cc1C)C,0.034082,swiss
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,0.034283,swiss
ClC(=CCOc1cc(Cl)c(c(c1)Cl)OCCCOc1ccc(cn1)C(F)(F)F)Cl,0.034819,swiss
O=C(C1=C(C)OCCS1)Nc1ccccc1,0.034849,swiss
CCC(C(=O)OC1=C(C(=O)OC21CCCCC2)c1ccc(cc1Cl)Cl)(C)C,0.035787,swiss
CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,0.036345,swiss
CCOCn1c(c2ccc(cc2)Cl)c(c(c1C(F)(F)F)Br)C#N,0.0368,swiss
C#CCOC(c1ccc(cc1)Cl)C(=O)NCCc1ccc(c(c1)OC)OCC#C,0.036904,swiss
OC(C(C)(C)C)C(n1ncnc1)Cc1ccc(cc1)Cl,0.037441,swiss
Clc1ccc(cc1)c1ccccc1NC(=O)c1cccnc1Cl,0.037878,swiss
CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,0.038167,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F,0.03991,swiss
O=C(CC(C)(C)C)OC1=C(C(=O)OC21CCCC2)c1c(C)cc(cc1C)C,0.039948,swiss
CNC(=S)S,0.040113,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,0.04042,swiss
CCCOC/C(=N\c1ccc(cc1C(F)(F)F)Cl)/n1cncc1,0.040492,swiss
OC1(Cn2ncnc2)C(CCC1(C)C)Cc1ccc(cc1)Cl,0.040959,swiss
CCC(=O)Nc1ccc(c(c1)Cl)Cl,0.041269,swiss
CCOC(=O)C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C,0.041577,swiss
Fc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)NC(=O)c1cn(nc1C(F)F)C,0.042008,swiss
CN(C(=S)S[Zn]SC(=S)N(C)C)C,0.04251,swiss
Clc1ccc(c(c1)Cl)C1(OCCO1)Cn1cncn1,0.042647,swiss
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,0.04267,swiss
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,0.042799,swiss
O=C(CC(C)(C)C)OC1=C(C(=O)OC21CCCC2)c1c(C)cc(cc1C)C,0.042917,swiss
S=C1NCCCN1,0.043035,swiss
OC1(Cn2ncnc2)C(CCC1(C)C)Cc1ccc(cc1)Cl,0.043148,swiss
CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1,0.043261,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.04421,swiss
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C,0.044321,swiss
[S-]C(=S)NCCNC(=S)[S-].[Zn+2],0.044607,swiss
O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,0.045407,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.046364,swiss
C[n+]1ccc(cc1)c1cc[n+](cc1)C,0.047623,swiss
S=C1NCCCN1,0.048199,swiss
CCC(C(=O)NCc1ccccc1)Oc1ccc(c(c1)C(F)(F)F)F,0.049813,swiss
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)I)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,0.049825,swiss
CN(C(=S)SSC(=S)N(C)C)C,0.04991,swiss
ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F,0.050302,swiss
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,0.050475,swiss
C#CCN1C(=O)COc2c1cc(c(c2)F)N1C(=O)C2=C(C1=O)CCCC2,0.0508,swiss
CCNc1nc(c(s1)C(=O)NC(c1cccs1)C#N)CC,0.051181,swiss
CN(C(=O)Oc1nc(nc(c1C)C)N(C)C)C,0.051619,swiss
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,0.051663,swiss
COCN(c1c(CC)cccc1CC)C(=O)CCl,0.051897,swiss
CNC(=O)Oc1cccc(c1)/N=C/N(C)C,0.051976,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.0525,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.052839,swiss
CC(C(c1ccc(cc1)Cl)(Cn1ncnc1)O)C1CC1,0.05326,swiss
O=C(N/C(=N\OCC1CC1)/c1c(F)c(F)ccc1C(F)(F)F)Cc1ccccc1,0.053352,swiss
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,0.053503,swiss
C#CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,0.054928,swiss
CNC1=C(c2cccc(c2)C(F)(F)F)C(=O)C(O1)c1ccccc1,0.055205,swiss
CCOc1ccc2c(c1)C(=CC(N2)(C)C)C,0.055221,swiss
O=C(c1ccc(cc1S(=O)(=O)C)C(F)(F)F)c1cnoc1C1CC1,0.055661,swiss
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1Cl,0.055901,swiss
COc1nc(nc(n1)C)NC(=O)[N-]S(=O)(=O)c1cc(I)ccc1C(=O)OC.[Na+],0.056118,swiss
O=C(C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCON=C(C)C,0.056322,swiss
Clc1ccccc1c1nnc(nn1)c1ccccc1Cl,0.057068,swiss
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,0.05708,swiss
CCOCCN(C(=C(C)C)c1ccccc1)C(=O)CCl,0.05747,swiss
CCOC(=O)CCN(C(C)C)SN(C(=O)Oc1cccc2c1OC(C2)(C)C)C,0.058461,swiss
CC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Oc1ccc(cc1)Cl,0.059321,swiss
NC#N,0.059467,swiss
Nc1n[nH]cn1,0.059467,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)Cl)C(C)C,0.059538,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)Cl)C(C)C,0.059538,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)Cl)C(C)C,0.059538,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)(C)C,0.060099,swiss
CC(OC(=O)C(c1ccc(cc1)Br)(c1ccc(cc1)Br)O)C,0.060498,swiss
CSc1nnc(c(=O)n1N)C(C)(C)C,0.060666,swiss
C=CC=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C.C=CC=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C(=O)OC)C,0.06135,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(c(c1)Cl)OC(C(OC(F)(F)F)F)(F)F,0.062106,swiss
COC(=O)c1cccc(c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C)C,0.062141,swiss
Clc1cc(F)c(cc1C(=O)NS(=O)(=O)N(C(C)C)C)n1c(=O)cc(n(c1=O)C)C(F)(F)F,0.062693,swiss
ClCC(=O)N(c1c(C)cccc1C)Cn1cccn1,0.063366,swiss
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,0.06362,swiss
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,0.063892,swiss
O=C(NS(=O)(=O)c1c(C)cccc1C(=O)O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C,0.063963,swiss
OC(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.06424,swiss
O=C(N(C)C)Nc1ccc(c(c1)Cl)n1nc(oc1=O)C(C)(C)C,0.064937,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,0.065073,swiss
CC1N(C(=O)NC2CCCCC2)C(=O)SC1c1ccc(cc1)Cl,0.065462,swiss
CCCCN(SN(C(=O)Oc1cccc2c1OC(C2)(C)C)C)CCCC,0.065695,swiss
CSc1nnc(c(=O)n1N)C(C)(C)C,0.067199,swiss
CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,0.067731,swiss
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,0.06905,swiss
CCO/N=C(/C1=C(O)CC(CC1=O)c1c(C)cc(cc1C)C)\CC,0.069817,swiss
CO/N=C(/c1ccccc1COc1cc(C)ccc1C)\C(=O)NC,0.070468,swiss
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,0.071727,swiss
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,0.071903,swiss
CO/N=C(\c1ccccc1CO/N=C(/c1cccc(c1)C(F)(F)F)\C)/C(=O)OC,0.072728,swiss
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,0.073957,swiss
OC(C(C)(C)C)C(n1cncn1)Oc1ccc(cc1)c1ccccc1,0.074093,swiss
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(n1)OC,0.074659,swiss
Cn1nc(c(c1)C(=O)Nc1cccc2c1C1CCC2C1=C(Cl)Cl)C(F)F,0.075835,swiss
N#C/N=C(/N(Cc1ccc(nc1)Cl)C)\C,0.07859,swiss
NC(=N)NCCCCCCCCNC(=N)N,0.08102,swiss
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,0.081968,swiss
Clc1cc(cnc1CNC(=O)c1c(Cl)cccc1Cl)C(F)(F)F,0.082121,swiss
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.082724,swiss
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,0.083323,swiss
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,0.084301,swiss
