SMILES,LOAEL_measured_median,LOAEL_predicted,Prediction_interval_low,Prediction_interval_high,Warnings
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,-0.254406037002516,-0.5235904048292048,,,T
CC(Cc1ccccc1)N,-0.2452132113451884,1.4320213492988039,-1.2983773966702266,0.8079509739798498,T
ClCC[N+](C)(C)C.[Cl-],-0.23790278357255087,0.10193883123023993,-0.8584463851078246,0.38264081796272276,T
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc(n(c1=O)C)OC)C,-0.23269746238310063,0.22228326139037405,,,T
COc1ccc(c(c1)OC)N,-0.231862431769759,-0.2557065825826247,-1.814288427327038,1.35056356378752,T
Cc1cccc(c1O)C,-0.2196315164163861,1.3087946941073485,-1.177367605781987,0.7381045729492149,T
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,-0.1999582730424519,-0.07509896249967626,-1.5250483037949163,1.1251317577100126,F
ClCC[N+](C)(C)C,-0.1951584175282066,-0.025387799890407722,-0.6720611315468912,0.28174429649047794,F
COC(=O)c1ccc(cc1)C(=O)OC,-0.18969608126484808,0.19130299738850176,-1.717249753586752,1.3378575910570558,T
Nc1ccc(c(c1)N)O,-0.18756201078509885,0.6959836634792338,-1.5099397073556928,1.1348156857854952,T
Clc1ccc(c(n1)C(=O)O)Cl,-0.178519781299573,0.10720996964786836,-1.3092680403537857,0.9522284777546398,T
NCCNc1cccc2c1cccc2,-0.17184408326440576,0.37248052866231735,-1.654093447541181,1.3104052810123696,T
Oc1ccccc1,-0.17071735917383618,-0.5629111450476486,-1.4776217727648213,1.1361870544171488,T
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,-0.16783998700198743,1.6306542448653294,,,T
N#Cc1c[nH]cc1c1cccc2c1OC(O2)(F)F,-0.16594927093851022,0.3475367308737387,-1.174190311583131,0.8422917697061105,T
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,-0.16002604400971074,0.6716023589026847,-1.2966760516020308,0.9766239635826093,T
CO/N=C(/c1ccccc1COc1cc(C)ccc1C)\C(=O)NC,-0.1521167342325717,1.1520080543334354,,,T
COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,-0.14450190840013702,0.7609258617641064,-1.6985418030914612,1.409537986291187,T
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,-0.13953117461652811,0.8640764377019816,-0.7008192482321338,0.42175689899907765,T
COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,-0.12080618409178422,1.8865580460346785,-1.3181858591115845,1.076573490928016,T
Cc1ccc(c2c1cccc2)C,-0.09211030237723544,0.7623808700538108,-1.085692496817865,0.901471892063394,T
N=C(NC(=N)N)NCCc1ccccc1,-0.05809752134701953,0.4489771869661306,-2.485907175871252,2.369712133177213,T
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)OC,-0.04311819199347706,-0.2291345059654671,-1.6997351237414147,1.6134987397544605,F
CCOc1nc(F)cc2n1nc(n2)S(=O)(=O)Nc1c(Cl)cccc1C(=O)OC,-0.04186869581701743,0.1213920435061682,-2.2652513479854637,2.181513956351429,T
CCCOc1nn(c(=O)n1C)C(=O)[N-]S(=O)(=O)c1ccccc1C(=O)OC.[Na+],-0.03952945210733385,-0.07532793416325864,-1.5256499025542478,1.44659099833958,T
COC(=O)c1ccccc1O,-0.025270177000085502,-0.3740330955456876,-1.8764575041385427,1.8259171501383715,T
Oc1ccccc1c1ccccc1,-0.019796391130608833,-0.4941128329258674,-1.3953088761450385,1.3557160938838206,T
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,-0.005199335006605278,1.1443173332617613,,,T
c1ccc(cc1)Nc1ccccc1,-0.00445459604352802,0.7838147697594608,-1.5770171488128981,1.568107956725842,T
CCCOC(=O)NCCCN(C)C,-0.003936522105263074,-0.557735717818272,,,T
CCOc1ccc(cc1N)NC(=O)C,0.0005528720069949008,-0.7854010249923875,-1.7385086904069036,1.7396144344208935,T
CC(OC(=O)Nc1ccccc1)C,0.005324794004996496,0.7909678031634652,-1.6181957121770476,1.6288453001870407,F
COc1ccc(cc1)N,0.025132625884685327,-0.5853366276411315,-1.0799535980863089,1.1302188498556796,T
ClCC[N](C)(C)C,0.028763123638054014,-0.3507905474264569,-0.28700103519209913,0.34452728246820713,F
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.029029513204193322,0.6595162253742823,-1.329429925614705,1.3874889520230917,T
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,0.03811117701964587,0.5949156754237579,-0.7795412754194233,0.855763629458715,T
CC(C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(=O)O)C,0.047431317435423205,0.49322784366936995,,,T
OC(=O)c1ccccc1N,0.06184421610378173,-1.3023309286843994,-1.274622342158023,1.3983107743655865,T
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,0.08294681470030392,-0.9503599855766129,-1.81658507849061,1.9824787078912176,T
COc1c(Cl)ccc(c1C(=O)O)Cl,0.09675168590395586,0.28377121583005716,-1.3732353594613123,1.566738731269224,T
OCC1OC2OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(OC(OC4C(OC(OC5C(OC(OC1C(C2O)O)C(O)C5O)CO)C(O)C4O)CO)C(O)C3O)CO,0.10294665184621755,-0.1491266997426143,-3.7438623278829075,3.949755631575343,T
COc1ccc(cc1N=Nc1c(O)c(cc2c1cccc2)C(=O)Nc1cccc(c1)N(=O)=O)N(=O)=O,0.14489088416349835,-0.6343160172184156,,,T
NCC(c1ccc(cc1)O)O,0.16165635616508622,-0.21274676478407128,-1.5088903970884924,1.8322031094186646,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,0.16494747838111218,0.5521445556544645,-3.1195091317278574,3.449404088490082,F
Oc1ccc(c(c1)C)C,0.1699959541856025,0.9408153823686288,-1.464440176265334,1.804432084636539,T
Clc1cc(N)c(c(n1)C(=O)O)Cl,0.17641322453675534,-0.6840010770259624,-0.37925252216029925,0.7320789712338099,F
CC(c1cc(ccc1O)C(c1ccc(c(c1)C(C)C)O)(C)C)C,0.1768249240848359,1.0968340181230818,-0.9068624410214492,1.260512289191121,T
COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,0.18776346205918076,2.197760066703943,-1.4212867840559047,1.7968137081742663,F
Nc1ccc(cc1)O,0.18989647399217827,-0.7983951029360405,-1.1562010875644193,1.5359940355487758,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)N(S(=O)(=O)C)C,0.19023191533376685,-0.12749354475678243,-0.9276581754687239,1.3081220061362575,T
O=C(Nc1cc(F)cc(c1)F)N/N=C(/c1ncccc1C(=O)O)\C,0.19092027134352724,-0.14983469671578495,,,T
CCOC(=O)Cn1c(=O)sc2c1c(Cl)ccc2,0.19615817671224228,1.3372138456888123,-2.311681431901995,2.7039977853264796,T
C[N+]1(C)CCCCC1.[Cl-],0.20336052111965758,-0.45648377111502847,-0.6879559711023151,1.0946770133416304,T
[O-]S(=O)(=O)NC1CCCCC1.[Na+],0.22374415812688123,-1.2528772925637603,,,T
COc1nc(nc(c1)OC)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)OC,0.22699516421142488,0.12325116643447916,-1.1637191521816723,1.6177094806045222,T
O=N(=O)c1cccc2c1cccc2,0.22921108126192805,0.020984577481043508,-1.0482631791365045,1.5066853416603607,T
COC(=O)Nc1nc2c([nH]1)cc(cc2)Sc1ccccc1,0.24147924848868643,1.3000842641666306,-1.2164908842239197,1.6994493812012927,F
CO/C=C(\c1ccccc1COc1cccc(n1)C(F)(F)F)/C(=O)OC,0.2488851132522202,0.6289117435565361,-0.2454989887916407,0.7432692152960811,T
CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,0.2516704562343528,1.1227611514363303,-1.0817643848549752,1.5851052973236808,T
C1CCN2C(C1)C1CCCCN1CC2,0.25271142952434716,2.528856738159874,0.18465467440190275,0.3207681846467916,T
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(n1)OC,0.261167670548705,0.5209576284133699,-1.0903634216457403,1.6126987627431502,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Nc1ccccc1C(=O)N(C)C,0.27657845109248047,-0.07114529045108281,-0.965366691986989,1.51852359417195,T
OC(C(C)(C)C)C(n1cncn1)Oc1ccc(cc1)c1ccccc1,0.28072740593405704,1.130222820427892,-0.5457959292456529,1.1072507411137669,T
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,0.29435341241358765,1.062701827638619,-0.4759306868926601,1.0646375117198354,T
COc1nn(c(=O)n1C)C(=O)NS(=O)(=O)c1ccccc1OC(F)(F)F,0.2993623512475404,-0.40196888769519956,-0.6490436669824609,1.2477683694775417,T
ClCC(=O)c1ccc(cc1)NC(=O)C,0.3017530059917096,-0.8730472649380243,-1.638643193961013,2.2421492059444326,T
OCC(CO)O,0.33037093416453595,-1.8735472827377653,-1.2393356920413374,1.9000775603704094,T
Clc1cnc2c(c1)ccc(c2C(=O)O)Cl,0.33574672591887134,-0.49516954484866715,-1.557599465955556,2.2290929177932988,T
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,0.33793772026186175,0.6485515770908835,-1.2390254064198456,1.9149008469435693,T
Nc1ccc(c(c1)N(=O)=O)N,0.3560653821518661,0.24556756610630756,-1.4363086042253403,2.148439368529073,T
Clc1c(ccc(c1N)[N+](=O)[O-])Oc1ccccc1,0.3628403325068883,1.0749534075166756,-0.7520952322727825,1.4777758972865591,T
COC(=O)CC(c1ccc(cc1)Cl)NC(=O)C(C(C)C)NC(=O)OC(C)C,0.3657843144005383,-0.39915433395821653,-1.3556749924613827,2.087243621262459,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,0.37628969403720675,-0.7065214948994436,-0.7312090965614524,1.4837884846358658,T
Clc1ccccc1c1nnc(nn1)c1ccccc1Cl,0.37785849665349586,1.2121139742688225,-1.220936871206221,1.9766538645132128,T
Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc2c(c1C)CCCO2,0.3808654520252423,0.4343882750979413,-0.3277299981702985,1.089460902220783,F
O=N(=O)c1ccc(c(c1)N)C,0.38477453037850284,1.279187677997853,-0.9589779955078395,1.7285270562648452,T
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(n1)OC(F)F,0.40097670510706257,0.5244304978725236,-0.1421511333312218,0.944104543545347,F
COC(=O)NS(=O)(=O)c1ccc(cc1)N,0.4060287031555166,0.10690988899790645,-1.968626138262049,2.780683544573082,T
CC(C1(C)N=C(NC1=O)c1ncccc1C(=O)O)C,0.41426467950729595,-0.2818738568701229,-1.3898209920548044,2.2183503510693963,T
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,0.4181698611743547,0.7455486046549836,-0.08115015015661475,0.9174898725053241,T
COC(=O)C(N(c1c(C)cccc1C)C(=O)Cc1ccccc1)C,0.4209803629968773,0.8496734635012924,-0.1144038680490364,0.956364594042791,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)O,0.42148502346971695,0.10815045306512698,-1.4904390178591482,2.333409064798582,T
Clc1nc(nc(n1)Cl)Nc1ccccc1Cl,0.46269923829482246,2.379457960150401,-0.7935874444657935,1.7189859210554386,T
COc1nc(nc(n1)C)NC(=O)[N-]S(=O)(=O)c1cc(I)ccc1C(=O)OC.[Na+],0.46642034297595447,1.2508978152709322,-0.571859826297843,1.504700512249752,F
CCN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.4774576284452489,1.1405974821668619,,,T
ClCC(=O)N(c1c(C)cccc1C)Cn1cccn1,0.48161904363675273,0.8511401782561373,-0.5479062180869847,1.51114430536049,T
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,0.4823578716048226,1.4152669128460449,,,T
c1ccc(cc1)c1ccccc1OCC1CO1,0.48805397368091874,-0.3443333156812774,-0.8443337662825495,1.820441713644387,T
O=N(=O)c1ccc(c(c1)N(=O)=O)C,0.4888692040344717,0.7289022077868816,-1.6238609524905558,2.6015993605594994,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1n2ccccc2nc1S(=O)(=O)CC,0.4921177442227702,-0.4402319362267889,-0.6273580385305788,1.6115935269761192,T
COCC(N(c1c(C)csc1C)C(=O)CCl)C,0.49426906160740536,1.7416261510318811,-0.2670682292866762,1.2556063525014869,T
Clc1ccc(cc1)Cl,0.4946219789296075,-0.3098004456017336,-0.9577719997977567,1.9470159576569719,F
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.5001597861606254,0.9198156615350678,-0.7299220274957207,1.7302415998169716,T
CCOCCN(C(=C(C)C)c1ccccc1)C(=O)CCl,0.5081391493282802,1.2405588028663024,0.15840036829534032,0.8578779303612201,T
O=c1[nH]c2CCCc2c(=O)n1C1CCCCC1,0.5124727267156218,0.2978797847408851,,,T
Fc1ccc(cc1)NC(=O)c1cccc(n1)Oc1cccc(c1)C(F)(F)F,0.5130063077453068,1.4927514860812132,-0.4919390294572722,1.5179516449478858,T
COc1nc(C)nc(n1)N(C(=O)NS(=O)(=O)c1ccccc1C(=O)OC)C,0.5189727794708495,1.500120551043568,-0.2357348399937531,1.2736803989354522,F
Cc1nc(Nc2ccccc2)nc(c1)C1CC1,0.5234854679913604,0.8012879425395989,-1.137429589823891,2.184400525806612,T
N#Cc1c(N)nc(nc1N)NC1CC1,0.535979488431033,0.9368168120324242,,,T
O=C1NS(=O)(=O)c2c1cccc2,0.5381459942725255,-1.293649779215835,-0.2690588335084645,1.3453508220535155,T
OC(=O)Cc1cccc2c1cccc2,0.5403450362144974,-0.0812392609116973,-0.8700071187081931,1.9506971911371878,T
COCN(c1c(CC)cccc1CC)C(=O)CCl,0.5455964752445908,1.2698758559694194,0.04371158642493678,1.0474813640642449,F
CCOC(=O)C1OC1(C)c1ccccc1,0.545754485252133,0.0713276803117519,-2.1094785068184265,3.200987477322693,T
CCOc1cc(ccc1OCC)NC(=O)OC(C)C,0.5516628022889192,0.0840200858597756,-1.25186506015612,2.3551906647339584,T
OC(=O)c1ccc(cc1N)N(=O)=O,0.5526942115066479,-0.8133274093241547,-1.6548419024228802,2.760230325436176,T
Clc1ccc(c(c1)Cl)NC(=O)C1(CC1)C(=O)O,0.5541954361350339,1.031367642488918,-0.7878590633036344,1.8962499355737021,T
CCNC(=O)C(OC(=O)Nc1ccccc1)C,0.554714947125134,0.6330356796840821,-1.193600760486004,2.303030654736272,T
Clc1cccc(c1)c1ccccc1,0.5777401470441597,1.6736026866528875,-0.9621950698460873,2.1176753639344064,T
c1ccc(cc1)c1ccccc1,0.5789835593948082,-0.2098365950696554,-0.4317739740072061,1.5897410927968223,T
COc1ncc(c2n1nc(n2)S(=O)(=O)Nc1c(F)cccc1F)F,0.5903082382790861,-0.143545627238422,,,T
CCSC(CC1CC(=O)C(C(=O)C1)C(=NOCC)CCC)C,0.6017799417987549,1.2961242226802938,0.5014353918560083,0.7021244917415016,T
c1scc(n1)c1nc2c([nH]1)cccc2,0.6030485628226279,0.8266097485348047,-0.7802667062696542,1.98636383191491,T
COCC(=O)N(c1c(C)cccc1C)C(C(=O)OC)C,0.6060022174177238,0.6502369560120504,-0.012312939630032549,1.22431737446548,T
CNc1cnn(c(=O)c1Cl)c1cccc(c1)C(F)(F)F,0.6070879284481314,0.9910514773227314,,,T
CCOc1nc(nc(n1)NC)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,0.6123654407525045,0.29099307039793554,-0.3302669776267504,1.5549978591317595,F
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,0.6148537306159867,1.1883104891669372,-0.7005715880917869,1.9302790493237603,T
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.6335935095384754,0.9296503667570981,-1.053733279666547,2.320920298743498,T
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC1CC1,0.6447077958560365,1.8417279953479162,-0.9977907477309949,2.2872063394430677,F
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1Cl,0.6469492929229324,1.204123085861569,-0.16448184991189696,1.4583804357577617,F
Fc1ccc(c(c1)F)NC(=O)c1cccnc1Oc1cccc(c1)C(F)(F)F,0.6482349303678148,0.5180846348916255,-0.5403163451658928,1.8367862059015223,T
CCCCCCCCc1cc(N(=O)=O)c(c(c1)N(=O)=O)OC(=O)C=CC,0.648408848112952,0.8090077671685814,,,T
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(n1)OC,0.6505663897100746,0.6934790190863317,0.0910988847787535,1.2100338946413958,F
O=C(NS(=O)(=O)c1ccccc1C(=O)OC1COC1)Nc1nc(C)cc(n1)C,0.6620516066702008,0.6898804626531899,-0.23528201146282746,1.5593852248032292,T
COC=C(c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)C(=O)OC,0.6671578238328141,0.8115777853641719,-0.010116015538797596,1.3444316632044258,T
CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,0.672627621511137,0.794903952421516,-0.7170390315146585,2.0622942745369324,T
CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.6796570730409465,0.8541512434094563,,,T
COc1cccc(c1C)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,0.6853321961668867,-0.04743064015554219,0.23520509319696964,1.1354592991368038,F
[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0.6864190442006114,1.2044119266519366,-0.26563921307705796,1.6384773014782807,T
CNC(=O)Oc1cccc2c1cccc2,0.6907448586185703,0.5255214895917043,-0.7839372488489962,2.1654269660861365,T
COC(=O)c1cccc(c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C)C,0.6998356487667367,1.2066217621691122,-0.42072504011759515,1.8203963376510686,T
CO/N=C(\c1ccccc1CO/N=C(/c1cccc(c1)C(F)(F)F)\C)/C(=O)OC,0.7085647383391513,1.138298355243177,-0.1524239070311625,1.569553383709465,T
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,0.7178708360697933,1.0440453166077193,0.09242055726536136,1.3433211148742252,F
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)O)[N+](=O)[O-])C(F)(F)F,0.7331397485377878,0.4613885686555222,-0.35931964613013145,1.8255991432057073,F
Clc1ccc(cc1)S(=O)(=O)c1cc(Cl)c(cc1Cl)Cl,0.7412119469435731,0.18978765094763042,-0.8584077384955823,2.3408316323827285,T
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.7508377197915962,0.6687866205177715,-0.7576366103300854,2.259312049913278,F
COC(=O)C(NC(=O)C(CC(=O)O)N)Cc1ccccc1,0.7519104696340169,0.3014732021092552,,,T
CO/C=C(\c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)/C(=O)OC,0.7573305116508707,0.6897954111019945,-0.050388454416204875,1.5650494777179462,T
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,0.7589773430254194,0.8951787961648487,-0.43473328123890753,1.9526879672897464,F
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,0.7594934359969788,1.9724057881737742,-0.6061406082044448,2.1251274801984024,T
COCC(N(c1c(C)cccc1CC)C(=O)CCl)C,0.7640797784976125,0.27691392283721084,-0.43946601902204874,1.9676255760172738,F
CCCCCCC(c1cc(cc(c1OC(=O)/C=C/C)[N+](=O)[O-])[N+](=O)[O-])C,0.7650435245864139,0.7554012986711326,-0.14061860300175533,1.6707056521745831,T
CCc1ccccc1,0.7655610162756795,-0.5112953603900519,-0.2700162957477553,1.8011383282991145,T
CCCCNC(=O)n1c(NC(=O)OC)nc2c1cccc2,0.7673480873521641,0.23355225509997868,-1.1930674755960353,2.7277636503003633,T
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C,0.782138363907234,0.8929820522371902,-0.04691389914004129,1.6111906269545093,T
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,0.7839154897798145,1.4432475594325607,0.2309773382017879,1.3368536413578411,F
CCC(=O)Nc1ccc(c(c1)Cl)Cl,0.7881986805031037,1.0375833065542488,-1.1472062812089918,2.723603642215199,T
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.7917629792951766,1.070034717984175,-0.10243559607110608,1.6859615546614592,T
O=C(NS(=O)(=O)c1c(C)cccc1C(=O)O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C,0.794881998128589,1.1940711751182476,-0.03128045602151497,1.6210444522786929,T
CCCN(c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-])CCC,0.8054858692542891,1.0760827768868946,-1.175249967381685,2.786221705890263,F
CNC(=O)Oc1cccc2c1OC(O2)(C)C,0.8164078720820772,2.4456562348692845,-0.24951088620425776,1.882326630368412,T
ClCC(=O)N(c1c(CC)cccc1CC)CNC(=O)C,0.8170506754791323,0.6765828786495807,-0.25287481000876333,1.886976160967028,T
CC(NC(=S)[S])CNC(=S)S[Zn],0.8208147905187759,1.7630850363724944,0.058852745557819275,1.5827768354797325,T
CCCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC,0.8228568709660977,1.7930123052435918,-0.7886188968433168,2.434332638775512,F
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccsc1C(=O)OC,0.827886272765185,1.1902114152572187,-0.2901570924679553,1.9459296379983253,F
CCSC(CC1CC(=O)C(=C(NOCC=CCl)CC)C(=O)C1)C,0.8323830604729611,0.5889412820108947,,,T
COC(=O)Nc1cccc(c1)OC(=O)Nc1cccc(c1)C,0.8334500175700431,1.0796261914480385,-0.3871776270087893,2.0540776621488757,T
CCN(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)CC(=C)C,0.8352512931750594,1.4258760926640153,-0.6702451678355447,2.3407477541856636,T
Clc1ccc(cc1)OS(=O)(=O)c1ccc(cc1)Cl,0.8495117615361524,2.083735603129189,-1.1447804032406954,2.8438039263130004,T
Cl/C=C/CO/N=C(\C1=C(O)CC(CC1=O)CC(SCC)C)/CC,0.8517091710900415,0.6216929651431873,0.1850592297879161,1.518359112392167,T
OC(C(C)(C)C)C(=Cc1ccc(cc1)Cl)n1ncnc1,0.8616451042676327,0.8694411001359859,0.03293456506617631,1.6903556434690892,T
CON=C(c1ccccc1CON=C(c1cccc(c1)C(F)(F)F)C)C(=O)OC,0.861972368786616,0.8328895214033427,0.08495709377358907,1.638987643799643,T
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,0.8670000943889689,1.5893745854018753,-0.7963272395226033,2.530327428300541,F
COCCN(c1c(C)cccc1C)C(=O)CCl,0.8681369625751736,0.21190236661970266,-0.14141920175458433,1.8776931269049315,T
CCNC(=O)NC(=O)C(=NOC)C#N,0.8708047366662293,0.8156209193414036,,,T
CNC(=S)S,0.8752745780779309,1.3967148564744987,-0.2661048288831568,2.0166539850390186,T
CCOc1cc(ccc1N(=O)=O)Oc1ccc(cc1Cl)C(F)(F)F,0.8845620920009097,1.558351987474352,-0.4153399453814287,2.1844641293832483,T
