InChI,TD50
"InChI=1S/C10H8N4/c11-8-5-4-7-10(13-8)14-6-2-1-3-9(14)12-7/h1-6H,(H2,11,13)",8.686328533231914e-05
"InChI=1S/C10H9Cl4NO2S/c11-9(12)10(13,14)18-15-7(16)5-3-1-2-4-6(5)8(15)17/h1-2,5-6,9H,3-4H2",0.0005099398156424359
"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3",0.0006230178877179692
"InChI=1S/C10H9Cl7/c1-4-6(2,3)8(13)5(11)7(4,12)9(14,15)10(8,16)17/h5H,1H2,2-3H3",2.3426688510375124e-06
"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",0.0002751681039660543
"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",0.00047002064459176004
"InChI=1S/C11H10N4/c1-15-9-5-4-8-7(3-2-6-13-8)10(9)14-11(15)12/h2-6H,1H3,(H2,12,14)",9.88779870863335e-05
"InChI=1S/C11H10N4/c1-7-3-2-6-15-10(7)13-8-4-5-9(12)14-11(8)15/h2-6H,1H3,(H2,12,14)",2.7241894401336626e-05
"InChI=1S/C11H11N3O3/c12-10(15)6-9-11(16)17-13-14(9)7-8-4-2-1-3-5-8/h1-5H,6-7H2,(H2-,12,13,15,16)/p+1",4.354668076099093e-05
"InChI=1S/C11H11N5/c1-6-5-13-7-3-4-8-10(9(7)14-6)15-11(12)16(8)2/h3-5H,1-2H3,(H2,12,15)",0.00011395680052448317
"InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)",0.0003334291570901513
"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)",0.031145076874192587
"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3",0.00010828844225673101
"InChI=1S/C11H16N4O4/c16-8-4-14(5-9(17)12-8)2-1-3-15-6-10(18)13-11(19)7-15/h1-7H2,(H,12,16,17)(H,13,18,19)",8.834406322303829e-05
"InChI=1S/C11H17F3N6O/c12-11(13,14)7-17-10(16)18-9-4-6-20(19-9)5-2-1-3-8(15)21/h4,6H,1-3,5,7H2,(H2,15,21)(H3,16,17,18,19)",0.0018446702741669733
"InChI=1S/C11H17N3O4/c1-12-10-3-2-9(8-11(10)14(17)18)13(4-6-15)5-7-16/h2-3,8,12,15-16H,4-7H2,1H3",0.00030830041074076335
"InChI=1S/C11H8N2O5/c12-11(14)8(9-2-1-5-17-9)6-7-3-4-10(18-7)13(15)16/h1-6H,(H2,12,14)",0.0005278178117962812
"InChI=1S/C11H9N3/c12-10-6-5-8-7-3-1-2-4-9(7)13-11(8)14-10/h1-6H,(H3,12,13,14)",0.00027182011403344814
"InChI=1S/C12H10Cl2N2/c13-9-5-7(1-3-11(9)15)8-2-4-12(16)10(14)6-8/h1-6H,15-16H2",4.859226624453276e-05
"InChI=1S/C12H10ClNO/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,14H2",0.0015751135697855032
"InChI=1S/C12H10FN/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,14H2",6.089320720249185e-06
"InChI=1S/C12H10N2O/c15-14-12-8-6-11(7-9-12)13-10-4-2-1-3-5-10/h1-9,13H",0.0017152598088897826
"InChI=1S/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)",0.0005466031930215962
"InChI=1S/C12H11ClN2O5S/c13-9-5-10(15-6-7-2-1-3-20-7)8(12(16)17)4-11(9)21(14,18)19/h1-5,15H,6H2,(H,16,17)(H2,14,18,19)",0.002213186053662509
"InChI=1S/C12H11N/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,13H2",1.2409697292026832e-05
"InChI=1S/C12H11N/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,13H2",0.006618505222414277
"InChI=1S/C12H11N3/c1-7-12-8-4-2-3-5-9(8)15-10(12)6-11(13)14-7/h2-6,15H,1H3,(H2,13,14)",6.388286114096775e-05
"InChI=1S/C12H11N3/c1-7-6-9-8-4-2-3-5-10(8)14-12(9)15-11(7)13/h2-6H,1H3,(H3,13,14,15)",0.00011255551724837283
"InChI=1S/C12H11N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H6,13,14,15,17,18,19)",0.00023769766515348103
"InChI=1S/C12H12N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10,13-14H",0.00014112242261606322
"InChI=1S/C12H12N2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,13-14H2",0.0001069273740590929
"InChI=1S/C12H12N2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",0.00016780149083634181
"InChI=1S/C12H12N2O2/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6,15-16H,13-14H2",0.0016324763834312539
"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",3.173504125555375e-05
"InChI=1S/C12H12N2S/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",0.0001534882516763494
"InChI=1S/C12H12N4/c1-7-6-9-8(4-3-5-14-9)10-11(7)16(2)12(13)15-10/h3-6H,1-2H3,(H2,13,15)",7.302688425851248e-05
"InChI=1S/C12H13N3O/c13-8-1-3-9(4-2-8)16-10-5-6-11(14)12(15)7-10/h1-7H,13-15H2",6.178824471675626e-05
"InChI=1S/C12H13NO4S2/c1-2-18(14,15)11-7-8-12(19(13,16)17)10-6-4-3-5-9(10)11/h3-8H,2H2,1H3,(H2,13,16,17)",7.048181502365019e-05
"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",6.322971906760913e-05
"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",0.0013441205228068704
"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",0.005425189333718541
"InChI=1S/C12H14O4/c1-2-9(13-5-11-7-15-11)4-10(3-1)14-6-12-8-16-12/h1-4,11-12H,5-8H2",0.00010934263030671753
"InChI=1S/C12H15N3O5/c13-9(12(19)20)5-6-10(16)15-14-8-3-1-7(2-4-8)11(17)18/h1-4,9,14H,5-6,13H2,(H,15,16)(H,17,18)(H,19,20)",0.0009848374147200087
"InChI=1S/C12H15N3O6/c1-6-9(13(16)17)7(2)11(15(20)21)8(12(3,4)5)10(6)14(18)19/h1-5H3",0.0004272295241840515
"InChI=1S/C12H17NO3/c1-3-16-11-6-4-10(5-7-11)13-12(15)8-9(2)14/h4-7,9,14H,3,8H2,1-2H3,(H,13,15)",0.024768406441935443
"InChI=1S/C12H19N3O/c1-9(2)15-12(16)11-6-4-10(5-7-11)8-14-13-3/h4-7,9,13-14H,8H2,1-3H3,(H,15,16)",2.521476609237526e-06
"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3",0.00420556027638038
"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2",3.480328334723156e-06
"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2",2.3942820763570925e-06
"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",0.0009808225273404258
"InChI=1S/C12H9NO/c13-8-5-6-12-10(7-8)9-3-1-2-4-11(9)14-12/h1-7H,13H2",2.3143346833618854e-05
"InChI=1S/C12H9NO2/c14-13(15)11-7-6-9-5-4-8-2-1-3-10(11)12(8)9/h1-3,6-7H,4-5H2",0.00022991344612144238
"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2",0.006173446406482588
"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",0.00024929506766339666
"InChI=1S/C13H12N4/c1-17-11-7-10(9-5-3-2-4-6-9)8-15-12(11)16-13(17)14/h2-8H,1H3,(H2,14,15,16)",0.0001480415265400102
"InChI=1S/C13H13N3/c1-7-12-11(8(2)15-13(7)14)9-5-3-4-6-10(9)16-12/h3-6,16H,1-2H3,(H2,14,15)",0.00019265132240696013
"InChI=1S/C13H13N3O/c1-17-13-9-11(7-8-12(13)14)16-15-10-5-3-2-4-6-10/h2-9H,14H2,1H3",0.00026489261948439447
"InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)",2.1441868845621653e-05
"InChI=1S/C13H14N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8H,9,14-15H2",0.00016341871961433259
"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",0.0009842543169990788
"InChI=1S/C13H17N3O4S/c1-10-12(14(2)9-21(18,19)20)13(17)16(15(10)3)11-7-5-4-6-8-11/h4-8H,9H2,1-3H3,(H,18,19,20)",0.0020233949419622924
"InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)",4.914814791757694e-07
"InChI=1S/C13H19NO4S/c1-3-9-14(10-4-2)19(17,18)12-7-5-11(6-8-12)13(15)16/h5-8H,3-4,9-10H2,1-2H3,(H,15,16)",0.0018923445202433486
"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",9.59255093113348e-05
"InChI=1S/C14H13N3O3/c1-20-13-8-10(2-3-12(13)18)9-16-17-14(19)11-4-6-15-7-5-11/h2-9,16H,1H3,(H,17,19)",0.0001010058188936176
"InChI=1S/C14H14ClN3O2S/c1-8-4-3-5-10(9(8)2)16-12-6-11(15)17-14(18-12)21-7-13(19)20/h3-6H,7H2,1-2H3,(H,19,20)(H,16,17,18)",3.335405608484539e-05
"InChI=1S/C14H14N2/c1-2-16-13-6-4-3-5-11(13)12-9-10(15)7-8-14(12)16/h3-9H,2,15H2,1H3",0.00018356965945450366
"InChI=1S/C14H16N2/c1-9-7-11(3-5-13(9)15)12-4-6-14(16)10(2)8-12/h3-8H,15-16H2,1-2H3",0.00013472118132575934
"InChI=1S/C14H16N2O2/c1-17-13-7-9(3-5-11(13)15)10-4-6-12(16)14(8-10)18-2/h3-8H,15-16H2,1-2H3",0.0003021010761429791
"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",4.3719568879030546e-07
"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",0.0004286212711021
"InChI=1S/C14H7Br2NO2/c15-8-5-9(16)12(17)11-10(8)13(18)6-3-1-2-4-7(6)14(11)19/h1-5H,17H2",0.0012519064014934582
"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)",0.0003898721716985984
"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",0.0008367646930260023
"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",3.610874147495195e-05
"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",8.880270737591527e-05
"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",0.0053309011283591765
"InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)",0.00012486362659776596
"InChI=1S/C15H11NO2/c1-8-6-7-11-12(13(8)16)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,16H2,1H3",0.0007333930725544864
"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",0.00023427456741458887
"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",3.399473014499503e-05
"InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3",2.6037606997637996e-05
"InChI=1S/C15H15N3O2/c1-10-3-8-15(20)14(9-10)18-17-13-6-4-12(5-7-13)16-11(2)19/h3-9,17H,1-2H3,(H,16,19)",0.00378761716548102
"InChI=1S/C15H16N4O/c1-3-19-15-13(10(2)18-19)17-12(20)9-16-14(15)11-7-5-4-6-8-11/h4-8H,3,9H2,1-2H3,(H,17,20)",0.00042487549098276254
"InChI=1S/C15H23ClO4S/c1-12(20-21(17)19-10-9-16)11-18-14-7-5-13(6-8-14)15(2,3)4/h5-8,12H,9-11H2,1-4H3",0.00047183982292269244
"InChI=1S/C15H24O/c1-10-8-11(14(2,3)4)13(16)12(9-10)15(5,6)7/h8-9,16H,1-7H3",0.00296346048681535
"InChI=1S/C15H9NO4/c1-8-6-7-11-12(13(8)16(19)20)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,1H3",5.837530305576034e-06
"InChI=1S/C16H11N3O6/c1-18-8-12(16(21)22)14(20)11-6-3-9(17-15(11)18)2-4-10-5-7-13(25-10)19(23)24/h2-8H,1H3,(H,21,22)",2.3529397975592505e-05
"InChI=1S/C16H12N2O2/c19-15-13-7-3-1-5-11(13)9-17-16(20)14-8-4-2-6-12(14)10-18(15)17/h1-8H,9-10H2",0.003273059841750379
"InChI=1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3",0.000288757818602276
"InChI=1S/C16H15NO2/c17-15-11-5-4-10-14(15)16(18)19-12-6-9-13-7-2-1-3-8-13/h1-11H,12,17H2",0.010185719621091133
"InChI=1S/C16H17NO2/c1-18-15-9-10-16(19-2)13(11-15)6-3-12-4-7-14(17)8-5-12/h3-11H,17H2,1-2H3",0.0003756192920261776
"InChI=1S/C16H19ClN4O2S/c1-10-4-3-5-12(11(10)2)19-14-8-13(17)20-16(21-14)24-9-15(23)18-6-7-22/h3-5,8,22H,6-7,9H2,1-2H3,(H,18,23)(H,19,20,21)",0.00012157010792754416
"InChI=1S/C16H22N4O3/c1-3-6-13-14(9-8-12(11(2)21)16(13)22)23-10-5-4-7-15-17-19-20-18-15/h8-9,22H,3-7,10H2,1-2H3,(H,17,18,19,20)",0.0003517908352205469
"InChI=1S/C17H13N3O3/c1-11-6-8-14(15(10-11)20(22)23)18-19-17-13-5-3-2-4-12(13)7-9-16(17)21/h2-10,18H,1H3",0.11552093760047069
"InChI=1S/C17H17ClO3/c1-17(2,16(19)20)21-11-12-3-5-13(6-4-12)14-7-9-15(18)10-8-14/h3-10H,11H2,1-2H3,(H,19,20)",0.0005053027255503999
"InChI=1S/C17H17ClO3/c1-17(2,16(19)20-3)21-15-10-6-13(7-11-15)12-4-8-14(18)9-5-12/h4-11H,1-3H3",8.235778189165706e-06
"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",0.00031339247917672457
"InChI=1S/C17H21N3/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4/h5-12,18H,1-4H3",0.00023450745393349727
"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3",0.0008137748894229252
"InChI=1S/C17H22N2O/c1-17(20-14-13-19(2)3,15-9-5-4-6-10-15)16-11-7-8-12-18-16/h4-12H,13-14H2,1-3H3",0.0007730164730180342
"InChI=1S/C18H12O6/c1-21-11-7-12-13(8-5-6-22-18(8)24-12)17-15(11)16(20)14-9(19)3-2-4-10(14)23-17/h2-8,18-19H,1H3",2.800012211506977e-06
"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,20H,(H,19,22)(H,24,25)",0.003137599816462964
"InChI=1S/C18H16N2O7S2/c1-10-3-6-15(11(2)7-10)19-20-17-14-9-13(28(22,23)24)5-4-12(14)8-16(18(17)21)29(25,26)27/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27)",0.0016404676799227466
"InChI=1S/C18H20O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,19-20H,3-4H2,1-2H3",1.4570512710629708e-07
"InChI=1S/C18H22ClNO/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3",1.7641670679378875e-05
"InChI=1S/C18H22O5/c1-12-6-5-8-13(19)7-3-2-4-9-15-16(18(22)23-12)10-14(20)11-17(15)21/h4,9-12,20-21H,2-3,5-8H2,1H3",0.00012250117239904156
"InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3",5.638585556519799e-06
"InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)",0.0005468025312700706
"InChI=1S/C18H28O3S/c1-3-4-5-6-7-8-11-22(19)15(2)12-16-9-10-17-18(13-16)21-14-20-17/h9-10,13,15H,3-8,11-12,14H2,1-2H3",0.00019169185318869503
"InChI=1S/C19H17N3/c20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15/h1-12,20H,21-22H2",0.0001792186415226991
"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",0.0011447124015482493
"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",0.0008598312544228809
"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",0.0036755142892686385
"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",3.276885086661919e-07
"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)",1.5873691968159566e-05
"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,16-18,22H,4-12H2,2H3",9.349261257566211e-07
"InChI=1S/C20H28O6/c1-9-5-13-18(24,15(9)22)7-11(8-21)6-12-14-17(3,4)20(14,26)16(23)10(2)19(12,13)25/h5-6,10,12-14,16,21,23-26H,7-8H2,1-4H3",6.064219813425096e-06
"InChI=1S/C20H38N6O4/c1-12(2)9-16(24-14(5)28)19(30)26-17(10-13(3)4)18(29)25-15(11-27)7-6-8-23-20(21)22/h11-13,15-17H,6-10H2,1-5H3,(H,24,28)(H,25,29)(H,26,30)(H4,21,22,23)",0.00013081588554969792
"InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3",3.935898893219392e-06
"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",0.010470455370358662
"InChI=1S/C23H36N2O2/c1-21(2,3)25-20(27)17-8-7-15-14-6-9-18-23(5,13-11-19(26)24-18)16(14)10-12-22(15,17)4/h11,13-18H,6-10,12H2,1-5H3,(H,24,26)(H,25,27)",0.0008750637172545578
"InChI=1S/C24H29ClO4/c1-12(26)24(29-13(2)27)8-6-16-14-10-20(25)19-11-21(28)15-9-18(15)23(19,4)17(14)5-7-22(16,24)3/h10-11,14-18H,5-9H2,1-4H3",5.2525883388221734e-05
"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)",4.122717940234211e-05
"InChI=1S/C24H34O9/c1-12(2)7-18(27)32-16-9-23(10-29-14(4)25)17(8-13(16)3)33-21-19(28)20(31-15(5)26)22(23,6)24(21)11-30-24/h8,12,16-17,19-21,28H,7,9-11H2,1-6H3",1.8927320375871454e-06
"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3",0.0012730518166696751
"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",0.0017923161358892987
"InChI=1S/C24H51O4P/c1-7-13-16-22(10-4)19-26-29(25,27-20-23(11-5)17-14-8-2)28-21-24(12-6)18-15-9-3/h22-24H,7-21H2,1-6H3",0.005890025403035336
"InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3",1.1816493887454156e-05
"InChI=1S/C26H34O6/c1-25(2,23(27)28)14-8-16-31-20-12-13-22(21(18-20)19-10-6-5-7-11-19)32-17-9-15-26(3,4)24(29)30/h5-7,10-13,18H,8-9,14-17H2,1-4H3,(H,27,28)(H,29,30)",0.00012541108850949628
"InChI=1S/C27H44O6/c1-15(20(28)8-9-24(2,3)32)16-7-11-27(33)18-12-21(29)19-13-22(30)23(31)14-25(19,4)17(18)6-10-26(16,27)5/h12,15-17,19-20,22-23,28,30-33H,6-11,13-14H2,1-5H3",7.704977695380911e-08
"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",0.001427741093936929
"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",0.0009228991441855318
"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",0.0010843137336675136
"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",0.00034881160845033247
"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",0.0004122836541524873
"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H",0.0006039826580194605
"InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2",0.00045988831211052486
"InChI=1S/C2H3F/c1-2-3/h2H,1H2",0.0001761373236943588
"InChI=1S/C2H4N2O2/c5-1-3-4-2-6/h1-2H,(H,3,5)(H,4,6)",0.007585268409491907
"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",0.00030090347159352236
"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",0.004909828926876559
"InChI=1S/C2H5BrO/c3-1-2-4/h4H,1-2H2",0.0006089729483173198
"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",0.028056012822063013
"InChI=1S/C2H5N/c1-2-3-1/h3H,1-2H2",8.753631480009102e-06
"InChI=1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",1.1932468051544264e-05
